"","age","sum.assured","salary","gender","occ","claim","location","occ.desc"
"33",44.4460956405002,46000,23000,"F",12,"N","site2","job12"
"34",35.1213671721346,72000,36000,"M",1,"N","site3","job1"
"35",33.9446088637998,20000,10000,"F",12,"N","site2","job12"
"36",37.0787266167304,69000,34500,"F",5,"N","site2","job5"
"37",32.214359791945,27000,13500,"M",6,"N","site3","job6"
"38",32.3600040501865,47000,23500,"F",2,"N","site2","job2"
"39",48.7100144311553,78000,39000,"F",7,"N","site1","job7"
"40",45.402589515633,35000,17500,"F",12,"N","site2","job12"
"41",46.569582361846,357000,178500,"M",1,"N","site1","job1"
"42",31.9314698029196,32000,16000,"F",8,"N","site3","job8"
"43",47.9886308941501,106000,53000,"M",5,"N","site2","job5"
"44",42.3988280151837,97000,48500,"F",5,"N","site1","job5"
"45",29.298338763012,51000,25500,"F",2,"N","site2","job2"
"46",44.8063137991817,285000,142500,"M",1,"N","site2","job1"
"47",44.8565446518683,53000,26500,"F",12,"N","site1","job12"
"48",39.4826294580524,61000,30500,"F",8,"N","site2","job8"
"49",33.4435617227871,56000,28000,"M",6,"N","site3","job6"
"50",38.4085812790973,50000,25000,"M",2,"N","site2","job2"
"51",34.6156034731271,83000,41500,"F",3,"N","site1","job3"
"52",52.4232853009259,241000,120500,"M",1,"N","site1","job1"
"53",47.9213097925416,60000,30000,"M",12,"N","site2","job12"
"54",36.5461584540963,15000,7500,"M",12,"N","site3","job12"
"55",37.2162674092315,75000,37500,"M",2,"N","site2","job2"
"56",41.5760136982319,26000,13000,"M",12,"N","site3","job12"
"57",51.1089361567873,128000,64000,"F",12,"N","site2","job12"
"58",36.1599417083516,34000,17000,"M",7,"N","site3","job7"
"59",33.512105287703,72000,36000,"M",9,"N","site3","job9"
"60",31.9295883886284,79000,39500,"M",1,"N","site2","job1"
"61",29.8617391160346,39000,19500,"F",1,"N","site2","job1"
"62",29.8568862685829,24000,12000,"M",5,"N","site3","job5"
"63",53.3988786162842,134000,67000,"M",5,"N","site2","job5"
"64",44.8920702941865,53000,26500,"M",9,"N","site3","job9"
"65",35.3529475022674,30000,15000,"F",1,"N","site2","job1"
"66",38.087709294954,84000,42000,"M",7,"N","site3","job7"
"67",42.8050157876662,42000,21000,"F",7,"N","site2","job7"
"68",36.948902550147,45000,22500,"M",7,"N","site3","job7"
"69",36.6004921918563,42000,21000,"M",1,"N","site2","job1"
"70",43.4454649881003,43000,21500,"F",12,"N","site2","job12"
"71",35.4917150059948,32000,16000,"M",3,"N","site3","job3"
"72",28.9327184111177,61000,30500,"M",1,"N","site2","job1"
"73",44.3897775383019,228000,114000,"M",1,"N","site1","job1"
"74",40.8860333867305,258000,129000,"M",1,"N","site1","job1"
"75",48.860686279721,119000,59500,"M",6,"N","site2","job6"
"76",31.5327346949829,54000,27000,"F",12,"N","site2","job12"
"77",46.3096288501018,525000,262500,"M",1,"N","site1","job1"
"78",43.5302777047775,105000,52500,"M",5,"N","site2","job5"
"79",39.257754113944,17000,8500,"F",12,"N","site3","job12"
"80",38.1991091156691,48000,24000,"F",12,"N","site3","job12"
"81",36.405824695954,23000,11500,"M",4,"N","site3","job4"
"82",38.9383482879967,31000,15500,"F",12,"N","site2","job12"
"83",44.020209883868,166000,83000,"M",2,"N","site1","job2"
"84",39.341983959303,38000,19000,"F",12,"N","site2","job12"
"85",37.7541394320803,25000,12500,"M",5,"N","site2","job5"
"86",48.7749531279036,136000,68000,"M",8,"N","site2","job8"
"87",37.4758103085178,60000,30000,"M",3,"N","site2","job3"
"88",36.2091229857353,53000,26500,"M",5,"N","site2","job5"
"89",41.1665557244619,77000,38500,"M",9,"N","site2","job9"
"90",39.7507133120991,87000,43500,"M",4,"N","site2","job4"
"91",37.8816223086287,111000,55500,"F",3,"N","site1","job3"
"92",42.1136915253568,109000,54500,"F",3,"N","site1","job3"
"93",36.1711664850657,35000,17500,"F",6,"N","site2","job6"
"94",38.3868149206046,187000,93500,"F",1,"N","site1","job1"
"95",36.8912164421238,66000,33000,"M",4,"N","site2","job4"
"96",38.9476884150359,35000,17500,"F",7,"N","site2","job7"
"97",36.9625858261881,79000,39500,"M",7,"N","site2","job7"
"98",38.8272530603177,63000,31500,"M",9,"N","site3","job9"
"99",37.4071665971079,87000,43500,"M",2,"N","site2","job2"
"100",38.8268580129334,33000,16500,"M",1,"N","site2","job1"
"101",33.8965257850644,119000,59500,"F",1,"N","site1","job1"
"102",40.1439751052065,80000,40000,"M",12,"N","site3","job12"
"103",35.397215230076,77000,38500,"F",12,"N","site2","job12"
"104",42.3598320275646,1e+05,50000,"M",7,"N","site2","job7"
"105",55.586689618536,236000,118000,"M",7,"N","site1","job7"
"106",35.2295493549369,70000,35000,"F",1,"N","site2","job1"
"107",40.113773920049,97000,48500,"M",4,"N","site3","job4"
"108",47.2206270856696,55000,27500,"F",12,"N","site2","job12"
"109",38.325576762219,19000,9500,"M",9,"N","site3","job9"
"110",30.8748773099199,74000,37000,"M",1,"N","site2","job1"
"111",40.5026610033162,102000,51000,"M",7,"N","site2","job7"
"112",41.3847072446093,80000,40000,"M",9,"N","site3","job9"
"113",40.377244484837,33000,16500,"M",12,"N","site3","job12"
"114",43.578602723506,81000,40500,"M",8,"N","site3","job8"
"115",42.0952308709314,30000,15000,"M",12,"N","site3","job12"
"116",46.0491738391343,102000,51000,"M",1,"N","site1","job1"
"117",41.567418334705,46000,23000,"F",12,"N","site2","job12"
"118",50.0434885032541,130000,65000,"M",4,"N","site1","job4"
"119",38.5460447407337,59000,29500,"M",5,"N","site2","job5"
"120",37.7314533895245,89000,44500,"F",4,"N","site2","job4"
"121",46.0825456421214,26000,13000,"F",12,"N","site3","job12"
"122",38.1506186882563,35000,17500,"F",12,"N","site3","job12"
"123",46.61043093591,75000,37500,"F",12,"N","site2","job12"
"124",30.1213674046459,21000,10500,"M",6,"N","site3","job6"
"125",37.0320833031678,35000,17500,"F",9,"N","site2","job9"
"126",38.1769886374427,74000,37000,"M",5,"N","site3","job5"
"127",27.9318900004123,24000,12000,"M",1,"N","site3","job1"
"128",40.1907423257118,86000,43000,"F",4,"N","site2","job4"
"129",39.5033162293167,26000,13000,"M",10,"N","site3","job10"
"130",41.7407223060945,73000,36500,"M",5,"N","site2","job5"
"131",47.8939260534486,166000,83000,"F",12,"N","site1","job12"
"132",37.7484371720006,26000,13000,"F",12,"N","site2","job12"
"133",35.5968331843078,39000,19500,"M",11,"N","site3","job11"
"134",34.9522122040401,47000,23500,"M",6,"N","site2","job6"
"135",45.6777084165372,180000,90000,"F",1,"N","site1","job1"
"136",38.8883597406408,49000,24500,"M",2,"N","site2","job2"
"137",34.198387541533,51000,25500,"M",6,"N","site3","job6"
"138",31.8463331965705,19000,9500,"F",12,"N","site3","job12"
"139",51.1216888572544,134000,67000,"M",3,"N","site2","job3"
"140",41.0553941239413,110000,55000,"M",12,"N","site3","job12"
"141",38.0499882135281,62000,31000,"F",9,"N","site2","job9"
"142",34.0390650231956,58000,29000,"M",2,"N","site3","job2"
"143",50.6920131594512,102000,51000,"F",4,"N","site1","job4"
"144",40.9318088802036,15000,7500,"M",12,"N","site3","job12"
"145",43.1814729584473,49000,24500,"F",12,"N","site2","job12"
"146",33.3104874858125,20000,10000,"F",9,"N","site2","job9"
"147",41.5651980230801,87000,43500,"M",1,"N","site2","job1"
"148",44.9451091851143,40000,20000,"M",9,"N","site3","job9"
"149",31.0262559293019,26000,13000,"F",7,"N","site3","job7"
"150",46.0714883516969,96000,48000,"F",6,"N","site1","job6"
"151",36.7601598451278,33000,16500,"F",12,"N","site3","job12"
"152",34.7797389171187,18000,9000,"M",9,"N","site3","job9"
"153",48.9324451551472,123000,61500,"M",7,"N","site2","job7"
"154",35.0341570654009,27000,13500,"M",8,"N","site3","job8"
"155",36.4848255432438,1e+05,50000,"M",5,"N","site2","job5"
"156",34.673025095156,43000,21500,"F",5,"N","site2","job5"
"157",34.6502530824437,44000,22000,"F",8,"N","site2","job8"
"158",35.6852415528161,49000,24500,"M",6,"N","site3","job6"
"159",45.1239714843392,42000,21000,"F",9,"N","site2","job9"
"160",41.3346669402666,78000,39000,"F",6,"N","site2","job6"
"161",34.687344907726,67000,33500,"F",4,"N","site2","job4"
"162",41.3625644390075,64000,32000,"F",9,"N","site2","job9"
"163",42.4613648189181,144000,72000,"M",1,"N","site1","job1"
"164",36.447634728689,42000,21000,"M",12,"N","site3","job12"
"165",31.9361220489509,166000,83000,"F",1,"N","site1","job1"
"166",46.259987123364,64000,32000,"M",12,"N","site2","job12"
"167",35.2394539181237,24000,12000,"M",9,"N","site3","job9"
"168",32.2950323538809,36000,18000,"M",5,"N","site3","job5"
"169",38.654985429576,115000,57500,"F",5,"N","site2","job5"
"170",45.1837914674053,55000,27500,"M",11,"N","site3","job11"
"171",37.0758861340134,173000,86500,"M",1,"N","site2","job1"
"172",40.8935185522349,96000,48000,"F",1,"N","site1","job1"
"173",35.7277371997847,26000,13000,"F",7,"N","site2","job7"
"174",48.5733379638167,128000,64000,"M",12,"N","site2","job12"
"175",42.7960618462546,44000,22000,"M",6,"N","site2","job6"
"176",45.8642649390409,55000,27500,"F",3,"N","site1","job3"
"177",28.662928397251,28000,14000,"F",12,"N","site2","job12"
"178",34.9117699801895,37000,18500,"F",6,"N","site2","job6"
"179",36.733644812134,26000,13000,"F",12,"N","site2","job12"
"180",44.4005465911524,162000,81000,"M",7,"N","site2","job7"
"181",51.1264600464957,184000,92000,"F",8,"N","site1","job8"
"182",40.1326008651446,31000,15500,"M",9,"N","site3","job9"
"183",44.0084045224914,147000,73500,"F",4,"N","site1","job4"
"184",49.1601939731107,161000,80500,"M",8,"N","site2","job8"
"185",34.8312076699337,11000,5500,"F",12,"N","site3","job12"
"186",44.1559759435902,56000,28000,"M",5,"N","site3","job5"
"187",37.2838811762024,113000,56500,"F",12,"N","site2","job12"
"188",37.7559698935839,36000,18000,"F",11,"N","site3","job11"
"189",48.9823814778619,25000,12500,"M",6,"N","site2","job6"
"190",36.5457845488582,27000,13500,"M",1,"N","site3","job1"
"191",54.6032502926578,109000,54500,"F",10,"N","site1","job10"
"192",39.5113867787438,54000,27000,"F",1,"N","site1","job1"
"193",39.8692394163952,11000,5500,"M",10,"N","site3","job10"
"194",42.6625555911991,80000,40000,"F",7,"N","site1","job7"
"195",39.5834704790789,38000,19000,"M",6,"N","site2","job6"
"196",48.3777711820751,108000,54000,"M",3,"N","site2","job3"
"197",37.975331936441,49000,24500,"M",1,"N","site3","job1"
"198",34.8109430395996,171000,85500,"F",1,"N","site1","job1"
"199",45.373812170289,166000,83000,"F",2,"N","site1","job2"
"200",35.3984771305521,24000,12000,"M",4,"N","site3","job4"
"201",40.2833642630778,43000,21500,"M",4,"N","site3","job4"
"202",39.8182275488668,109000,54500,"M",3,"N","site2","job3"
"203",36.2728901356975,23000,11500,"F",9,"N","site1","job9"
"204",43.0175840667986,68000,34000,"M",8,"N","site2","job8"
"205",44.0969675508689,149000,74500,"F",1,"N","site1","job1"
"206",37.1370059966692,173000,86500,"M",1,"N","site2","job1"
"207",38.9690524427379,89000,44500,"F",3,"N","site2","job3"
"208",36.4637602498628,136000,68000,"M",1,"N","site2","job1"
"209",36.1207389588809,63000,31500,"F",6,"N","site2","job6"
"210",41.3755615405818,48000,24000,"F",7,"N","site2","job7"
"211",36.1452572132147,36000,18000,"M",7,"N","site3","job7"
"212",41.6449279810445,48000,24000,"M",8,"N","site3","job8"
"213",50.0838205104356,140000,70000,"M",6,"N","site1","job6"
"214",32.6045832965843,61000,30500,"M",6,"N","site3","job6"
"215",33.8560623122277,54000,27000,"F",12,"N","site2","job12"
"216",31.050981812333,17000,8500,"F",12,"N","site3","job12"
"217",38.6307125592614,81000,40500,"M",1,"N","site2","job1"
"218",43.8204429215195,41000,20500,"M",12,"N","site2","job12"
"219",46.2480796760843,50000,25000,"M",12,"N","site3","job12"
"220",34.1615538948236,71000,35500,"F",6,"N","site2","job6"
"221",58.2102893125497,533000,266500,"M",1,"N","site1","job1"
"222",31.2078427830559,18000,9000,"F",11,"N","site3","job11"
"223",35.3963302704661,20000,10000,"F",12,"N","site3","job12"
"224",36.5904579504859,76000,38000,"F",8,"N","site2","job8"
"225",39.4467135493782,169000,84500,"M",1,"N","site2","job1"
"226",46.1014086991401,103000,51500,"F",12,"N","site2","job12"
"227",44.7521012779982,71000,35500,"M",7,"N","site2","job7"
"228",49.2010629811205,26000,13000,"M",12,"Y","site3","job12"
"229",29.4436911926311,18000,9000,"F",12,"N","site3","job12"
"230",31.4373476566334,41000,20500,"M",1,"N","site3","job1"
"231",43.5511907945113,65000,32500,"F",4,"N","site1","job4"
"232",42.9458985137749,38000,19000,"F",12,"N","site2","job12"
"233",31.4708426446445,28000,14000,"M",12,"N","site3","job12"
"234",40.3748234277979,55000,27500,"M",7,"N","site2","job7"
"235",38.6718112198977,60000,30000,"M",2,"N","site3","job2"
"236",35.6044614311523,15000,7500,"F",12,"N","site3","job12"
"237",38.8038170415415,95000,47500,"F",7,"N","site2","job7"
"238",40.501357028798,71000,35500,"M",1,"N","site3","job1"
"239",31.8757304394034,52000,26000,"M",5,"N","site3","job5"
"240",37.0241550519334,85000,42500,"M",1,"N","site2","job1"
"241",39.3429827863153,213000,106500,"M",1,"N","site2","job1"
"242",28.364160377923,24000,12000,"F",12,"N","site3","job12"
"243",41.3600840927414,146000,73000,"F",12,"N","site2","job12"
"244",33.1516501478558,193000,96500,"F",1,"N","site2","job1"
"245",39.5970661884866,41000,20500,"F",6,"N","site2","job6"
"246",33.8380325419976,60000,30000,"M",7,"N","site3","job7"
"247",32.058565424355,37000,18500,"M",9,"N","site3","job9"
"248",41.835973869275,51000,25500,"M",4,"N","site3","job4"
"249",34.4314789160459,48000,24000,"M",7,"N","site3","job7"
"250",32.9232513369363,251000,125500,"M",1,"N","site1","job1"
"251",46.911908365631,56000,28000,"M",9,"N","site3","job9"
"252",32.1339446784436,22000,11000,"F",9,"N","site3","job9"
"253",46.4557640208052,134000,67000,"M",5,"N","site2","job5"
"254",31.9278531224391,52000,26000,"M",1,"N","site2","job1"
"255",38.9965040709488,81000,40500,"M",1,"N","site3","job1"
"256",40.3324487110111,31000,15500,"M",7,"N","site2","job7"
"257",38.126681224054,49000,24500,"M",6,"N","site2","job6"
"258",42.3210001562433,38000,19000,"M",7,"N","site2","job7"
"259",35.1665494623438,96000,48000,"M",3,"N","site2","job3"
"260",42.7548668371248,143000,71500,"F",7,"N","site1","job7"
"261",45.8182344938852,55000,27500,"F",8,"N","site2","job8"
"262",50.4040610880482,178000,89000,"M",1,"N","site1","job1"
"263",41.8028571657106,90000,45000,"M",1,"N","site2","job1"
"264",33.8346602990634,168000,84000,"M",1,"N","site2","job1"
"265",49.1256996040919,139000,69500,"F",12,"N","site1","job12"
"266",41.0347407074634,119000,59500,"M",5,"N","site2","job5"
"267",42.1498762371683,79000,39500,"M",2,"N","site2","job2"
"268",30.8286204800357,11000,5500,"F",12,"N","site3","job12"
"269",32.6487713104259,27000,13500,"M",6,"N","site3","job6"
"270",32.0338636444265,16000,8000,"M",8,"N","site3","job8"
"271",35.9524954829576,64000,32000,"M",12,"N","site3","job12"
"272",32.5485010033284,101000,50500,"M",1,"N","site3","job1"
"273",37.2182779291129,126000,63000,"M",1,"N","site2","job1"
"274",27.1524189124524,25000,12500,"F",10,"N","site3","job10"
"275",47.1237791686253,208000,104000,"M",1,"N","site1","job1"
"276",34.4843529144359,41000,20500,"F",12,"N","site1","job12"
"277",48.5633304705045,69000,34500,"M",12,"N","site3","job12"
"278",42.1220940355603,65000,32500,"M",7,"N","site3","job7"
"279",37.4023648884061,110000,55000,"M",1,"N","site2","job1"
"280",37.6838467439502,10000,5000,"F",12,"N","site3","job12"
"281",51.8132474206602,98000,49000,"M",4,"N","site2","job4"
"282",32.7973402481233,227000,113500,"F",1,"N","site1","job1"
"283",35.9186649585084,46000,23000,"M",7,"N","site3","job7"
"284",31.6985565946834,8000,4000,"M",9,"N","site3","job9"
"285",46.5456741462128,146000,73000,"M",1,"N","site2","job1"
"286",38.8900755788321,120000,60000,"F",5,"N","site2","job5"
"287",37.6182828122519,54000,27000,"M",3,"N","site2","job3"
"288",48.1225036264263,116000,58000,"M",6,"N","site2","job6"
"289",29.728757774943,33000,16500,"F",3,"N","site3","job3"
"290",32.165846871339,25000,12500,"F",12,"N","site3","job12"
"291",28.642331767342,20000,10000,"M",5,"N","site3","job5"
"292",40.2574670430327,72000,36000,"M",5,"N","site2","job5"
"293",41.3251147634131,50000,25000,"M",12,"N","site3","job12"
"294",50.1589138954657,35000,17500,"M",12,"N","site3","job12"
"295",29.9054208641428,41000,20500,"M",11,"N","site3","job11"
"296",47.9368992846809,129000,64500,"M",8,"N","site2","job8"
"297",40.8723200691416,97000,48500,"M",7,"N","site2","job7"
"298",34.7531585625925,33000,16500,"F",12,"N","site3","job12"
"299",53.0802403390489,156000,78000,"M",6,"N","site1","job6"
"300",37.5212079234001,69000,34500,"M",1,"N","site2","job1"
"301",37.8811269339531,66000,33000,"M",1,"N","site2","job1"
"302",49.3378307193622,134000,67000,"M",1,"N","site1","job1"
"303",44.2478379647046,106000,53000,"M",3,"N","site2","job3"
"304",42.6228180047094,61000,30500,"M",12,"N","site3","job12"
"305",36.4344807641199,83000,41500,"M",3,"N","site3","job3"
"306",47.7128338781986,234000,117000,"M",1,"N","site2","job1"
"307",53.6655198014923,167000,83500,"M",1,"N","site1","job1"
"308",44.4059449217803,83000,41500,"M",7,"N","site2","job7"
"309",34.8253680828224,15000,7500,"F",12,"N","site3","job12"
"310",44.3572382007917,231000,115500,"F",1,"N","site1","job1"
"311",30.403405863992,41000,20500,"M",1,"N","site3","job1"
"312",40.9814274488413,25000,12500,"F",12,"N","site3","job12"
"313",41.9842825243248,39000,19500,"F",10,"N","site2","job10"
"314",46.1665002880659,112000,56000,"F",10,"N","site1","job10"
"315",39.049782997401,63000,31500,"M",1,"N","site2","job1"
"316",52.4038651392678,102000,51000,"M",6,"N","site2","job6"
"317",46.8602104466304,66000,33000,"M",9,"N","site2","job9"
"318",45.0244026060558,79000,39500,"M",6,"N","site2","job6"
"319",33.8473843493885,53000,26500,"F",8,"N","site3","job8"
"320",44.7855033500398,129000,64500,"M",1,"N","site1","job1"
"321",42.1015008618751,94000,47000,"M",4,"N","site2","job4"
"322",34.8844052300636,51000,25500,"F",2,"N","site2","job2"
"323",38.8570052389606,54000,27000,"F",9,"N","site2","job9"
"324",38.8459594080902,43000,21500,"F",10,"N","site2","job10"
"325",38.6026277354162,128000,64000,"M",6,"N","site2","job6"
"326",44.1746404213108,72000,36000,"M",4,"N","site3","job4"
"327",34.6698475955576,13000,6500,"F",8,"N","site2","job8"
"328",46.1626692468972,20000,10000,"M",12,"Y","site3","job12"
"329",26.9845861341882,11000,5500,"F",12,"N","site3","job12"
"330",37.3013490250496,72000,36000,"M",2,"N","site2","job2"
"331",38.2869805621595,28000,14000,"M",12,"N","site3","job12"
"332",48.6668670623307,248000,124000,"M",1,"N","site1","job1"
"333",35.7160518652658,16000,8000,"M",12,"N","site3","job12"
"334",32.7721000161278,12000,6000,"M",12,"N","site3","job12"
"335",38.2002431686788,127000,63500,"M",1,"N","site1","job1"
"336",36.1404453621248,109000,54500,"F",1,"N","site1","job1"
"337",40.4839958825862,60000,30000,"F",8,"N","site1","job8"
"338",35.4898629179919,73000,36500,"F",4,"N","site2","job4"
"339",43.458057009392,101000,50500,"F",2,"N","site1","job2"
"340",44.360833196677,162000,81000,"F",6,"N","site1","job6"
"341",39.6622015228158,43000,21500,"M",11,"N","site3","job11"
"342",40.6929043074215,86000,43000,"F",12,"N","site2","job12"
"343",42.1410782133165,222000,111000,"M",1,"N","site2","job1"
"344",37.3731224050025,37000,18500,"M",12,"N","site3","job12"
"345",41.3668556064586,169000,84500,"M",1,"N","site2","job1"
"346",49.1614483098738,204000,102000,"F",3,"N","site1","job3"
"347",46.8609824724367,142000,71000,"M",7,"N","site3","job7"
"348",44.2787983794093,116000,58000,"M",7,"N","site2","job7"
"349",36.1007704074523,49000,24500,"M",8,"N","site3","job8"
"350",31.2996538943019,31000,15500,"F",9,"N","site3","job9"
"351",41.697876403082,113000,56500,"M",1,"N","site2","job1"
"352",38.3934946610007,51000,25500,"F",6,"N","site2","job6"
"353",30.2798633168982,34000,17000,"F",1,"N","site2","job1"
"354",32.6877160421185,25000,12500,"M",6,"N","site3","job6"
"355",36.9048627950722,34000,17000,"F",7,"N","site2","job7"
"356",44.9197554356149,144000,72000,"M",3,"N","site1","job3"
"357",38.0785473989365,116000,58000,"F",1,"N","site1","job1"
"358",49.396103476767,103000,51500,"M",6,"N","site2","job6"
"359",50.0378772252597,157000,78500,"F",2,"N","site1","job2"
"360",30.4833267832138,56000,28000,"F",6,"N","site2","job6"
"361",44.6353831160479,32000,16000,"M",12,"N","site3","job12"
"362",36.2045339691216,77000,38500,"M",3,"N","site2","job3"
"363",42.7703950707528,58000,29000,"F",12,"N","site2","job12"
"364",36.0657327557006,44000,22000,"M",1,"N","site1","job1"
"365",27.3324972787685,18000,9000,"M",12,"N","site3","job12"
"366",44.995838659227,79000,39500,"M",2,"N","site2","job2"
"367",38.8825114515255,55000,27500,"M",7,"N","site3","job7"
"368",43.040385335737,41000,20500,"M",12,"N","site3","job12"
"369",42.8177996919168,57000,28500,"F",4,"N","site2","job4"
"370",37.0728557372646,82000,41000,"M",1,"N","site2","job1"
"371",47.6650520128449,58000,29000,"M",12,"N","site3","job12"
"372",42.7226865580964,127000,63500,"F",1,"N","site1","job1"
"373",42.7615364973851,49000,24500,"F",9,"N","site2","job9"
"374",42.2789586528275,73000,36500,"M",5,"N","site2","job5"
"375",37.3206710325506,36000,18000,"M",12,"N","site3","job12"
"376",57.6506759517585,142000,71000,"M",6,"N","site1","job6"
"377",48.2377498909478,93000,46500,"M",1,"N","site1","job1"
"378",40.1174660733524,58000,29000,"F",6,"N","site2","job6"
"379",42.0303239549621,206000,103000,"F",1,"N","site1","job1"
"380",36.0091342455031,131000,65500,"F",6,"N","site2","job6"
"381",57.6292661850653,111000,55500,"F",12,"N","site1","job12"
"382",57.8314124017319,187000,93500,"M",9,"N","site2","job9"
"383",26.526344588654,10000,5000,"M",6,"N","site3","job6"
"384",41.4394319806796,73000,36500,"M",2,"N","site2","job2"
"385",30.4052698300926,30000,15000,"M",7,"N","site3","job7"
"386",32.4811500173614,136000,68000,"M",1,"N","site2","job1"
"387",36.3004814522065,153000,76500,"M",4,"N","site2","job4"
"388",46.3745151820187,117000,58500,"M",3,"N","site3","job3"
"389",40.4219512795376,33000,16500,"F",9,"N","site2","job9"
"390",38.1845828396859,23000,11500,"M",7,"N","site3","job7"
"391",46.3931569051982,90000,45000,"F",8,"N","site2","job8"
"392",32.936278443432,34000,17000,"M",7,"N","site3","job7"
"393",32.5941192047916,61000,30500,"M",1,"N","site2","job1"
"394",38.1011256103525,32000,16000,"F",12,"N","site2","job12"
"395",28.0610354250988,38000,19000,"M",1,"N","site2","job1"
"396",38.6509843326456,113000,56500,"M",4,"N","site2","job4"
"397",51.3298196586946,77000,38500,"M",4,"N","site2","job4"
"398",38.6052717411104,33000,16500,"M",10,"N","site3","job10"
"399",37.4265888636313,68000,34000,"M",4,"N","site2","job4"
"400",37.4734888231119,58000,29000,"F",9,"N","site2","job9"
"401",49.0176099576402,95000,47500,"F",8,"N","site1","job8"
"402",45.0142303759991,231000,115500,"M",1,"N","site1","job1"
"403",33.7195291544456,65000,32500,"M",1,"N","site2","job1"
"404",36.7101370103936,218000,109000,"F",1,"N","site1","job1"
"405",36.8045141262625,175000,87500,"M",1,"N","site1","job1"
"406",27.7458591785594,42000,21000,"M",7,"N","site3","job7"
"407",44.5240904489477,98000,49000,"F",2,"N","site1","job2"
"408",38.6900830355847,59000,29500,"M",1,"N","site3","job1"
"409",26.8831335690029,11000,5500,"M",12,"N","site3","job12"
"410",46.343397137593,75000,37500,"M",12,"N","site2","job12"
"411",53.8381126324809,111000,55500,"M",6,"N","site2","job6"
"412",31.1127834467418,23000,11500,"M",7,"N","site3","job7"
"413",45.1686357765566,74000,37000,"M",6,"N","site2","job6"
"414",45.6575487618726,35000,17500,"M",9,"N","site2","job9"
"415",40.5229127704466,23000,11500,"F",12,"N","site2","job12"
"416",37.7417804180931,104000,52000,"M",1,"N","site1","job1"
"417",44.9571454216959,82000,41000,"F",12,"N","site1","job12"
"418",31.8303917945345,18000,9000,"F",7,"N","site3","job7"
"419",34.3705520426967,25000,12500,"F",6,"N","site2","job6"
"420",33.0132951014772,47000,23500,"M",12,"N","site3","job12"
"421",54.9012375294615,154000,77000,"M",9,"N","site2","job9"
"422",41.5354661393724,61000,30500,"M",12,"N","site2","job12"
"423",32.413065603493,17000,8500,"F",9,"N","site3","job9"
"424",34.0797907007172,44000,22000,"M",1,"N","site2","job1"
"425",41.7619651070897,48000,24000,"F",12,"N","site3","job12"
"426",35.1311769357353,60000,30000,"F",3,"N","site1","job3"
"427",30.3610406869037,139000,69500,"M",1,"N","site1","job1"
"428",46.5579271337242,127000,63500,"M",6,"N","site3","job6"
"429",35.1586063977621,60000,30000,"F",6,"N","site2","job6"
"430",35.1343975748216,46000,23000,"M",1,"N","site2","job1"
"431",33.1413455485458,68000,34000,"F",1,"N","site1","job1"
"432",44.8353337986592,79000,39500,"M",6,"N","site3","job6"
"433",56.2773814638465,147000,73500,"M",3,"N","site2","job3"
"434",34.4798759687792,48000,24000,"M",4,"N","site3","job4"
"435",38.9038912110847,40000,20000,"M",5,"N","site2","job5"
"436",36.7793210702274,61000,30500,"M",8,"N","site3","job8"
"437",41.1183611164291,78000,39000,"F",5,"N","site1","job5"
